idx,name_kor,location,category,tel,verdict,place_id,place_name,place_addr,place_tel,place_cat,naver_url,search_fallback_url
87,레커,청담동,American ,02-543-4707,HIGH,1323248895,레커 청담,서울 강남구 선릉로146길 27-10 1층,0507-1312-4707,양식,https://m.place.naver.com/restaurant/1323248895/home,https://m.search.naver.com/search.naver?query=%EB%A0%88%EC%BB%A4%20%EC%B2%AD%EB%8B%B4%EB%8F%99
88,푸에고,한남동,American,02-797-3454,HIGH,1828750384,푸에고,서울 용산구 유엔빌리지길 14,0507-1315-3454,양식,https://m.place.naver.com/restaurant/1828750384/home,https://m.search.naver.com/search.naver?query=%ED%91%B8%EC%97%90%EA%B3%A0%20%ED%95%9C%EB%82%A8%EB%8F%99
89,갓잇 한남점,한남동,Mexican,02-6052-9451,HIGH,1266849655,갓잇 한남점,서울 용산구 대사관로 46-1 지하1층 1호,0507-1496-1508,"멕시코,남미음식",https://m.place.naver.com/restaurant/1266849655/home,https://m.search.naver.com/search.naver?query=%EA%B0%93%EC%9E%87%20%ED%95%9C%EB%82%A8%EC%A0%90%20%ED%95%9C%EB%82%A8%EB%8F%99
92,휴135,한남동,고기집,070-4155-0135,HIGH,1630150712,휴135,서울 용산구 이태원로55나길 6 1층 휴135,0507-1384-0177,"스테이크,립",https://m.place.naver.com/restaurant/1630150712/home,https://m.search.naver.com/search.naver?query=%ED%9C%B4135%20%ED%95%9C%EB%82%A8%EB%8F%99
93,소꿉 청담,청당동,고기집,010-5102-8587,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%86%8C%EA%BF%89%20%EC%B2%AD%EB%8B%B4%20%EC%B2%AD%EB%8B%B9%EB%8F%99
94,우가,압구정동,고기집,02-6272-2223~4,MEDIUM,36802965,우가,서울 강남구 강남대로 652 신사스퀘어 G층,02-6272-2223,소고기구이,,https://m.search.naver.com/search.naver?query=%EC%9A%B0%EA%B0%80%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
95,R고기,청담동,고기집,,HIGH,2038335903,R고기,서울 강남구 선릉로146길 23 1층,0507-1472-0793,소고기구이,https://m.place.naver.com/restaurant/2038335903/home,https://m.search.naver.com/search.naver?query=R%EA%B3%A0%EA%B8%B0%20%EC%B2%AD%EB%8B%B4%EB%8F%99
96,수린,신사동,고기집,02-515-9220,HIGH,611361308,수린,서울 강남구 언주로164길 24 3층 수린,0507-1356-9220,소고기구이,https://m.place.naver.com/restaurant/611361308/home,https://m.search.naver.com/search.naver?query=%EC%88%98%EB%A6%B0%20%EC%8B%A0%EC%82%AC%EB%8F%99
97,우텐더,압구정동,고기집,010-8001-3888,MEDIUM,878378143,우텐더,서울 강남구 압구정로42길 25-10 1층 2층,0507-1419-8588,소고기구이,,https://m.search.naver.com/search.naver?query=%EC%9A%B0%ED%85%90%EB%8D%94%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
98,유엔가든 중원 역삼점,역삼동,고기집,02-6985-7979,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%9C%A0%EC%97%94%EA%B0%80%EB%93%A0%20%EC%A4%91%EC%9B%90%20%EC%97%AD%EC%82%BC%EC%A0%90%20%EC%97%AD%EC%82%BC%EB%8F%99
99,유엔가든 판교,판교,고기집,031-708-9929,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%9C%A0%EC%97%94%EA%B0%80%EB%93%A0%20%ED%8C%90%EA%B5%90%20%ED%8C%90%EA%B5%90
100,텅앤그루브조인트,이태원,고기집,02-790-7036,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%ED%85%85%EC%95%A4%EA%B7%B8%EB%A3%A8%EB%B8%8C%EC%A1%B0%EC%9D%B8%ED%8A%B8%20%EC%9D%B4%ED%83%9C%EC%9B%90
101,우미학,압구정동,고기집,02-518-2213,HIGH,36771985,우미학 압구정 본점,서울 강남구 압구정로30길 51,0507-1404-2213,"육류,고기요리",https://m.place.naver.com/restaurant/36771985/home,https://m.search.naver.com/search.naver?query=%EC%9A%B0%EB%AF%B8%ED%95%99%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
102,고청담,광화문,고기집,010-4322-1975,MEDIUM,1223232276,고청담 광화문 디타워점,서울 종로구 종로3길 17 D타워 5층,,"육류,고기요리",,https://m.search.naver.com/search.naver?query=%EA%B3%A0%EC%B2%AD%EB%8B%B4%20%EA%B4%91%ED%99%94%EB%AC%B8
103,스니,압구정동,한우 오마카세,010-7472-0220,HIGH,1078453490,스니,서울 강남구 도산대로 439 8층,0507-1376-0220,"육류,고기요리",https://m.place.naver.com/restaurant/1078453490/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EB%8B%88%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
104,핑크솔트 숯불구이,합정동 ,고기집,02-332-3331,HIGH,1267556937,핑크솔트 숯불구이,서울 마포구 양화로 16 핑크솔트,0507-1399-3334,한식,https://m.place.naver.com/restaurant/1267556937/home,https://m.search.naver.com/search.naver?query=%ED%95%91%ED%81%AC%EC%86%94%ED%8A%B8%20%EC%88%AF%EB%B6%88%EA%B5%AC%EC%9D%B4%20%ED%95%A9%EC%A0%95%EB%8F%99
105,조우,압구정동,고기집,02-547-5800,HIGH,1487738581,조우,서울 강남구 논현로 831 1층,02-547-5800,소고기구이,https://m.place.naver.com/restaurant/1487738581/home,https://m.search.naver.com/search.naver?query=%EC%A1%B0%EC%9A%B0%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
106,양인환대극진,용산구,양 고기집,010-2757-3592,MEDIUM,1120972715,양인환대 극진,서울 용산구 한강대로40길 14 지상1층 104호,,양갈비,,https://m.search.naver.com/search.naver?query=%EC%96%91%EC%9D%B8%ED%99%98%EB%8C%80%EA%B7%B9%EC%A7%84%20%EC%9A%A9%EC%82%B0%EA%B5%AC
107,우래옥,주교동,고기집,02-2265-0151,HIGH,11679381,우래옥,서울 중구 창경궁로 62-29,02-2265-0151,냉면,https://m.place.naver.com/restaurant/11679381/home,https://m.search.naver.com/search.naver?query=%EC%9A%B0%EB%9E%98%EC%98%A5%20%EC%A3%BC%EA%B5%90%EB%8F%99
108,다온바이뱀부,논현동,고기집,02-546-0604,HIGH,1568318079,다온바이뱀부,서울 강남구 학동로25길 39,02-546-0604,소고기구이,https://m.place.naver.com/restaurant/1568318079/home,https://m.search.naver.com/search.naver?query=%EB%8B%A4%EC%98%A8%EB%B0%94%EC%9D%B4%EB%B1%80%EB%B6%80%20%EB%85%BC%ED%98%84%EB%8F%99
109,금돼지 식당,약수동,돼지고기,0507-1307-8750,MEDIUM,37869877,금돼지식당,서울 중구 다산로 149 1층,0507-1307-8750,돼지고기구이,,https://m.search.naver.com/search.naver?query=%EA%B8%88%EB%8F%BC%EC%A7%80%20%EC%8B%9D%EB%8B%B9%20%EC%95%BD%EC%88%98%EB%8F%99
110,남영돈,용산구,돼지고기,02-793-3598,HIGH,19774046,남영돈,서울 용산구 한강대로80길 17 남영돈,0507-1351-3598,돼지고기구이,https://m.place.naver.com/restaurant/19774046/home,https://m.search.naver.com/search.naver?query=%EB%82%A8%EC%98%81%EB%8F%88%20%EC%9A%A9%EC%82%B0%EA%B5%AC
111,남영탉,용산구,닭고기,070-8733-5949,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EB%82%A8%EC%98%81%ED%83%89%20%EC%9A%A9%EC%82%B0%EA%B5%AC
112,한강수,도곡,정육식당,0507-1343-8404,HIGH,13483118,한강수,서울 강남구 강남대로58길 17 1층 한강수,0507-1343-8404,정육식당,https://m.place.naver.com/restaurant/13483118/home,https://m.search.naver.com/search.naver?query=%ED%95%9C%EA%B0%95%EC%88%98%20%EB%8F%84%EA%B3%A1
113,삼원가든,신사동,고기집,02-548-3030,HIGH,11718583,RELA,서울 강남구 언주로 835,02-548-3030,한식,https://m.place.naver.com/restaurant/11718583/home,https://m.search.naver.com/search.naver?query=%EC%82%BC%EC%9B%90%EA%B0%80%EB%93%A0%20%EC%8B%A0%EC%82%AC%EB%8F%99
114,청담우애,청담동,고기집,0507-1381-6015,HIGH,1060102146,청담우애,서울 강남구 도산대로90길 16 Jade49 4층,0507-1381-6015,소고기구이,https://m.place.naver.com/restaurant/1060102146/home,https://m.search.naver.com/search.naver?query=%EC%B2%AD%EB%8B%B4%EC%9A%B0%EC%95%A0%20%EC%B2%AD%EB%8B%B4%EB%8F%99
115,남산 막창,보광동,고기집,02-792-7469,HIGH,1603591552,남산막창,서울 용산구 장문로 81 1층,02-792-7469,돼지고기구이,https://m.place.naver.com/restaurant/1603591552/home,https://m.search.naver.com/search.naver?query=%EB%82%A8%EC%82%B0%20%EB%A7%89%EC%B0%BD%20%EB%B3%B4%EA%B4%91%EB%8F%99
116,압구정진주 압구정점,압구정동,고기집,02-3446-7779,MISMATCH,1409645462,,주소,,,,https://m.search.naver.com/search.naver?query=%EC%95%95%EA%B5%AC%EC%A0%95%EC%A7%84%EC%A3%BC%20%EC%95%95%EA%B5%AC%EC%A0%95%EC%A0%90%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
117,압구정진주 한남점,한남동,고기집,070-8865-8788,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%95%95%EA%B5%AC%EC%A0%95%EC%A7%84%EC%A3%BC%20%ED%95%9C%EB%82%A8%EC%A0%90%20%ED%95%9C%EB%82%A8%EB%8F%99
118,곰바위,삼성동,고기집,02-511-0068,HIGH,11540780,곰바위 본점,서울 강남구 영동대로115길 10,0507-1404-0068,"곱창,막창,양",https://m.place.naver.com/restaurant/11540780/home,https://m.search.naver.com/search.naver?query=%EA%B3%B0%EB%B0%94%EC%9C%84%20%EC%82%BC%EC%84%B1%EB%8F%99
119,네모집 한남점,한남동,고기집,02-749-3210,HIGH,1245523036,네모집 한남점,서울 용산구 독서당로 87 네모집 한남점,0507-1437-3213,소고기구이,https://m.place.naver.com/restaurant/1245523036/home,https://m.search.naver.com/search.naver?query=%EB%84%A4%EB%AA%A8%EC%A7%91%20%ED%95%9C%EB%82%A8%EC%A0%90%20%ED%95%9C%EB%82%A8%EB%8F%99
120,마포원조소금구이 도산점,압구정동,돼지고기,0507-1377-0859,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EB%A7%88%ED%8F%AC%EC%9B%90%EC%A1%B0%EC%86%8C%EA%B8%88%EA%B5%AC%EC%9D%B4%20%EB%8F%84%EC%82%B0%EC%A0%90%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
123,라연,장충동,Korean,02-2230-2323,HIGH,37402189,서울신라호텔 라연,서울 중구 동호로 249,02-2230-3367,한식,https://m.place.naver.com/restaurant/37402189/home,https://m.search.naver.com/search.naver?query=%EB%9D%BC%EC%97%B0%20%EC%9E%A5%EC%B6%A9%EB%8F%99
124,온지음,통의동,Korean,070-4816-6610,MEDIUM,1302703569,온지음 레스토랑,서울 종로구 효자로 49 온지음 4층,02-6952-0024,한식,,https://m.search.naver.com/search.naver?query=%EC%98%A8%EC%A7%80%EC%9D%8C%20%ED%86%B5%EC%9D%98%EB%8F%99
125,오늘,이태원,Korean,02-792-1054,MEDIUM,1070755629,이태원 루프탑 파티룸 모쏘,서울 용산구 녹사평대로46길 5 3층,,장소대여,,https://m.search.naver.com/search.naver?query=%EC%98%A4%EB%8A%98%20%EC%9D%B4%ED%83%9C%EC%9B%90
126,권숙수,압구정동,Korean,02-542-6268,HIGH,37020894,권숙수,서울 강남구 압구정로80길 37 이에스 빌딩 4층,0507-1354-6268,한식,https://m.place.naver.com/restaurant/37020894/home,https://m.search.naver.com/search.naver?query=%EA%B6%8C%EC%88%99%EC%88%98%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
127,정식당,압구정동,Korean,02-517-4654,HIGH,13320884,정식당,서울 강남구 선릉로158길 11,02-517-4654,한식,https://m.place.naver.com/restaurant/13320884/home,https://m.search.naver.com/search.naver?query=%EC%A0%95%EC%8B%9D%EB%8B%B9%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
128,주옥,소공동,Korean,010-4461-1193,MEDIUM,18039114,전주옥 영양탕,서울 중구 명동8길 8-17,02-778-9303,"사철,영양탕",,https://m.search.naver.com/search.naver?query=%EC%A3%BC%EC%98%A5%20%EC%86%8C%EA%B3%B5%EB%8F%99
129,밍글스,논현동,Korean,02-515-7306,MEDIUM,35215752,밍글스,서울 강남구 도산대로67길 19 힐탑빌딩 2층,02-515-7306,한식,,https://m.search.naver.com/search.naver?query=%EB%B0%8D%EA%B8%80%EC%8A%A4%20%EB%85%BC%ED%98%84%EB%8F%99
130,비채나,잠실,Korean,02-3213-1260~1,MEDIUM,31076200,비채나,서울 송파구 올림픽로 300 롯데월드타워 81층,02-3213-1261,한식,,https://m.search.naver.com/search.naver?query=%EB%B9%84%EC%B1%84%EB%82%98%20%EC%9E%A0%EC%8B%A4
131,모수,한남동/이태원,Korean,02-793-5995,LOW,1699073167,뉴오더클럽 한남,서울 용산구 이태원로54길 58-14 1F 뉴오더클럽 한남,0507-1403-5701,피자,,https://m.search.naver.com/search.naver?query=%EB%AA%A8%EC%88%98%20%ED%95%9C%EB%82%A8%EB%8F%99/%EC%9D%B4%ED%83%9C%EC%9B%90
132,레스토랑 주은,종로구,Korean,02-540-8580,HIGH,1064950180,레스토랑 주은,서울 종로구 경희궁길 36 8층,02-540-8580,한식,https://m.place.naver.com/restaurant/1064950180/home,https://m.search.naver.com/search.naver?query=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91%20%EC%A3%BC%EC%9D%80%20%EC%A2%85%EB%A1%9C%EA%B5%AC
133,솔밤,논현동,한식,070-4405-7788,HIGH,1971122149,솔밤,서울 강남구 학동로 231 백영논현센터 2층 솔밤,0507-1385-7308,한식,https://m.place.naver.com/restaurant/1971122149/home,https://m.search.naver.com/search.naver?query=%EC%86%94%EB%B0%A4%20%EB%85%BC%ED%98%84%EB%8F%99
134,엑스퀴진,청담동,Korean,02-542-6921,HIGH,38781115,익스퀴진,서울 강남구 삼성로140길 6 라파빌딩,02-542-6921,양식,https://m.place.naver.com/restaurant/38781115/home,https://m.search.naver.com/search.naver?query=%EC%97%91%EC%8A%A4%ED%80%B4%EC%A7%84%20%EC%B2%AD%EB%8B%B4%EB%8F%99
137,한우리,논현동,Korean,02-545-3334~6,HIGH,11725907,한우리 본점,서울 강남구 도산대로 304,02-545-3334,한정식,https://m.place.naver.com/restaurant/11725907/home,https://m.search.naver.com/search.naver?query=%ED%95%9C%EC%9A%B0%EB%A6%AC%20%EB%85%BC%ED%98%84%EB%8F%99
138,꽃새우 영번지,역삼동,Seafood,02-501-2050,HIGH,20413792,꽃새우 영번지 역삼점,서울 강남구 언주로 536,02-501-2050,"해물,생선요리",https://m.place.naver.com/restaurant/20413792/home,https://m.search.naver.com/search.naver?query=%EA%BD%83%EC%83%88%EC%9A%B0%20%EC%98%81%EB%B2%88%EC%A7%80%20%EC%97%AD%EC%82%BC%EB%8F%99
139,품,삼성동,Korean,02-777-9007,HIGH,13047969,품 서울,서울 강남구 삼성로126길 6 보고재빌딩 1층,02-777-9007,한정식,https://m.place.naver.com/restaurant/13047969/home,https://m.search.naver.com/search.naver?query=%ED%92%88%20%EC%82%BC%EC%84%B1%EB%8F%99
140,을밀대 강남점,역삼동,Korean,02-552-1922 ,HIGH,13455431,을밀대 강남점,"서울 강남구 테헤란로4길 46 쌍용플래티넘밸류 B-147,148,149호",02-552-1922,냉면,https://m.place.naver.com/restaurant/13455431/home,https://m.search.naver.com/search.naver?query=%EC%9D%84%EB%B0%80%EB%8C%80%20%EA%B0%95%EB%82%A8%EC%A0%90%20%EC%97%AD%EC%82%BC%EB%8F%99
141,평양면옥,논현동,Korean,02-549-5378,HIGH,11710893,평양면옥,서울 강남구 논현로150길 6,02-549-5378,냉면,https://m.place.naver.com/restaurant/11710893/home,https://m.search.naver.com/search.naver?query=%ED%8F%89%EC%96%91%EB%A9%B4%EC%98%A5%20%EB%85%BC%ED%98%84%EB%8F%99
142,우래옥,종로,Korean,02-2265-0151,HIGH,11679381,우래옥,서울 중구 창경궁로 62-29,02-2265-0151,냉면,https://m.place.naver.com/restaurant/11679381/home,https://m.search.naver.com/search.naver?query=%EC%9A%B0%EB%9E%98%EC%98%A5%20%EC%A2%85%EB%A1%9C
143,한남북엇국,한남동,Korean,02-2297-1988,HIGH,31139796,한남 북엇국,서울 용산구 독서당로 65-7,02-2297-1988,한식,https://m.place.naver.com/restaurant/31139796/home,https://m.search.naver.com/search.naver?query=%ED%95%9C%EB%82%A8%EB%B6%81%EC%97%87%EA%B5%AD%20%ED%95%9C%EB%82%A8%EB%8F%99
144,개화옥,신사동,Korean,02-549-1459,HIGH,13375124,개화옥,서울 강남구 압구정로50길 7 정동상가 107호,0507-1327-1459,한식,https://m.place.naver.com/restaurant/13375124/home,https://m.search.naver.com/search.naver?query=%EA%B0%9C%ED%99%94%EC%98%A5%20%EC%8B%A0%EC%82%AC%EB%8F%99
145,모이,한남동,Korean,02-790-7784,MEDIUM,31997239,MOIRAI,서울 용산구 이태원로54가길 4 1층 모이라이,,남성의류,,https://m.search.naver.com/search.naver?query=%EB%AA%A8%EC%9D%B4%20%ED%95%9C%EB%82%A8%EB%8F%99
146,석파랑,홍지동,Korean,02-395-2500,HIGH,1223747691,석파랑,서울 종로구 자하문로 309,02-395-2500,한정식,https://m.place.naver.com/restaurant/1223747691/home,https://m.search.naver.com/search.naver?query=%EC%84%9D%ED%8C%8C%EB%9E%91%20%ED%99%8D%EC%A7%80%EB%8F%99
147,소설 한남,한남동,Korean,02-797-5995,HIGH,1678815761,소설한남,서울 용산구 한남대로20길 21-18 B동 지하1층,02-797-5995,한식,https://m.place.naver.com/restaurant/1678815761/home,https://m.search.naver.com/search.naver?query=%EC%86%8C%EC%84%A4%20%ED%95%9C%EB%82%A8%20%ED%95%9C%EB%82%A8%EB%8F%99
148,백년옥,서초동,Korean,02-523-2860,HIGH,11678686,백년옥,서울 서초구 남부순환로 2407,02-523-2860,두부요리,https://m.place.naver.com/restaurant/11678686/home,https://m.search.naver.com/search.naver?query=%EB%B0%B1%EB%85%84%EC%98%A5%20%EC%84%9C%EC%B4%88%EB%8F%99
149,옳음,청담동,Korean,02-549-2016,HIGH,2087880666,호텔이본 옳음,서울 강남구 도산대로100길 24,0507-1434-2061,한식,https://m.place.naver.com/restaurant/2087880666/home,https://m.search.naver.com/search.naver?query=%EC%98%B3%EC%9D%8C%20%EC%B2%AD%EB%8B%B4%EB%8F%99
150,도슬박,신사동,Korean,0507-1498-1171,HIGH,1204924395,도슬박,서울 강남구 압구정로42길 25-3 1층,0507-1343-1157,한식,https://m.place.naver.com/restaurant/1204924395/home,https://m.search.naver.com/search.naver?query=%EB%8F%84%EC%8A%AC%EB%B0%95%20%EC%8B%A0%EC%82%AC%EB%8F%99
151,한성칼국수,논현동,Korean,02-544-0540,HIGH,12915620,한성칼국수 논현본점,서울 강남구 언주로148길 14 청호상가빌딩 가동 2층,02-544-0540,한식,https://m.place.naver.com/restaurant/12915620/home,https://m.search.naver.com/search.naver?query=%ED%95%9C%EC%84%B1%EC%B9%BC%EA%B5%AD%EC%88%98%20%EB%85%BC%ED%98%84%EB%8F%99
152,코자차,삼성동,Korean,010-9023-7771,MEDIUM,1777546474,코자차,서울 강남구 학동로97길 17 1층 코자차,,중식당,,https://m.search.naver.com/search.naver?query=%EC%BD%94%EC%9E%90%EC%B0%A8%20%EC%82%BC%EC%84%B1%EB%8F%99
153,박성희가 요리하는 집,신사동,Korean,010-4754-9091,LOW,1557562722,박성희가요리하는집,서울 강남구 학동로1길 22,02-518-8990,한식,,https://m.search.naver.com/search.naver?query=%EB%B0%95%EC%84%B1%ED%9D%AC%EA%B0%80%20%EC%9A%94%EB%A6%AC%ED%95%98%EB%8A%94%20%EC%A7%91%20%EC%8B%A0%EC%82%AC%EB%8F%99
154,묵정,묵정동,Korean,02-6743-0101,HIGH,18695697,묵정동빌라,서울 중구 퇴계로50가길 18,,주택,https://m.place.naver.com/restaurant/18695697/home,https://m.search.naver.com/search.naver?query=%EB%AC%B5%EC%A0%95%20%EB%AC%B5%EC%A0%95%EB%8F%99
155,단비,한남동,횟집,02-797-8375,HIGH,36184242,단비,서울 용산구 한남대로20길 21-12,02-797-8375,한식,https://m.place.naver.com/restaurant/36184242/home,https://m.search.naver.com/search.naver?query=%EB%8B%A8%EB%B9%84%20%ED%95%9C%EB%82%A8%EB%8F%99
156,경운산 한남점,한남동,Korean,010-9878-9408,HIGH,1693891987,경운산 한남점,서울 용산구 대사관로31길 25 지층,,요리주점,https://m.place.naver.com/restaurant/1693891987/home,https://m.search.naver.com/search.naver?query=%EA%B2%BD%EC%9A%B4%EC%82%B0%20%ED%95%9C%EB%82%A8%EC%A0%90%20%ED%95%9C%EB%82%A8%EB%8F%99
157,공기,이태원,Korean,0507-1404-7753,MEDIUM,1677507385,마우그린띵,서울 용산구 회나무로13가길 30 1층 가운데상가,,"원예,화훼농원",,https://m.search.naver.com/search.naver?query=%EA%B3%B5%EA%B8%B0%20%EC%9D%B4%ED%83%9C%EC%9B%90
158,유림면,서소문동,Korean,02-755-0659,HIGH,11725657,유림면,서울 중구 서소문로 139-1,02-755-0659,국수,https://m.place.naver.com/restaurant/11725657/home,https://m.search.naver.com/search.naver?query=%EC%9C%A0%EB%A6%BC%EB%A9%B4%20%EC%84%9C%EC%86%8C%EB%AC%B8%EB%8F%99
159,필동면옥,필동,Korean,02-2266-2611,HIGH,11678838,필동면옥,서울 중구 서애로 26,02-2266-2611,냉면,https://m.place.naver.com/restaurant/11678838/home,https://m.search.naver.com/search.naver?query=%ED%95%84%EB%8F%99%EB%A9%B4%EC%98%A5%20%ED%95%84%EB%8F%99
160,서령,서울역,Korean,010-3473-8766,HIGH,1304551192,서령 본점,서울 중구 소월로 10 1층,0507-1427-8766,한식,https://m.place.naver.com/restaurant/1304551192/home,https://m.search.naver.com/search.naver?query=%EC%84%9C%EB%A0%B9%20%EC%84%9C%EC%9A%B8%EC%97%AD
161,진미평양냉면,논현동,Korean,02-515-3469,HIGH,37912785,진미평양냉면,서울 강남구 학동로 305-3,02-515-3469,냉면,https://m.place.naver.com/restaurant/37912785/home,https://m.search.naver.com/search.naver?query=%EC%A7%84%EB%AF%B8%ED%8F%89%EC%96%91%EB%83%89%EB%A9%B4%20%EB%85%BC%ED%98%84%EB%8F%99
164,아리아케,장충동,Sushi,02-2230-3356,HIGH,11715904,서울신라호텔 아리아께,서울 중구 동호로 249 2층,02-2230-3356,일식당,https://m.place.naver.com/restaurant/11715904/home,https://m.search.naver.com/search.naver?query=%EC%95%84%EB%A6%AC%EC%95%84%EC%BC%80%20%EC%9E%A5%EC%B6%A9%EB%8F%99
165,스시시미즈,압구정동,Sushi,02-543-0887,MEDIUM,808576630,스시 시미즈,서울 강남구 언주로152길 11-3 B1,02-543-0887,"초밥,롤",,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%8B%9C%EB%AF%B8%EC%A6%88%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
166,스시코우지,압구정동,Sushi,02-541-6200,HIGH,34550318,스시코우지,서울 강남구 도산대로 318 SB타워 어넥스B동 3층,02-541-6200,일식당,https://m.place.naver.com/restaurant/34550318/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%BD%94%EC%9A%B0%EC%A7%80%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
167,스시선수,압구정동,Sushi,02-514-0812,HIGH,31564434,스시선수,서울 강남구 도산대로45길 6 호림아트센터 2빌딩,02-514-0812,일식당,https://m.place.naver.com/restaurant/31564434/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%84%A0%EC%88%98%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
168,스시인,압구정동,Sushi,02-543-7636,HIGH,37870219,스시인,서울 강남구 압구정로42길 49,02-543-7636,"초밥,롤",https://m.place.naver.com/restaurant/37870219/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%9D%B8%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%8F%99
169,스시코지마,청담동,Sushi,02-2056-1291,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%BD%94%EC%A7%80%EB%A7%88%20%EC%B2%AD%EB%8B%B4%EB%8F%99
170,스시스미레,청담동,Sushi,02-547-8807,HIGH,1938359158,스시스미레,서울 강남구 도산대로55길 18 4층,,"초밥,롤",https://m.place.naver.com/restaurant/1938359158/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%8A%A4%EB%AF%B8%EB%A0%88%20%EC%B2%AD%EB%8B%B4%EB%8F%99
171,스시 타쿠미곤,청담동,Sushi,02-595-1935,HIGH,1896839347,타쿠미곤,서울 강남구 도산대로58길 14 2층,0507-1313-1935,일식당,https://m.place.naver.com/restaurant/1896839347/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%20%ED%83%80%EC%BF%A0%EB%AF%B8%EA%B3%A4%20%EC%B2%AD%EB%8B%B4%EB%8F%99
172,스시 쿠루미,청담동,Sushi,02-545-2030,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%20%EC%BF%A0%EB%A3%A8%EB%AF%B8%20%EC%B2%AD%EB%8B%B4%EB%8F%99
173,스시 마츠모토,청담동,Sushi,02-543-4334,HIGH,1761497609,스시마츠모토,서울 강남구 도산대로75길 24 1층,02-543-4334,일식당,https://m.place.naver.com/restaurant/1761497609/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%20%EB%A7%88%EC%B8%A0%EB%AA%A8%ED%86%A0%20%EC%B2%AD%EB%8B%B4%EB%8F%99
174,스시카나에,청담동,Sushi,02-516-3350,HIGH,1987992107,스시카나에,서울 강남구 도산대로75길 15 노노빌딩 2F,02-516-3350,일식당,https://m.place.naver.com/restaurant/1987992107/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%B9%B4%EB%82%98%EC%97%90%20%EC%B2%AD%EB%8B%B4%EB%8F%99
175,스시노아야,한남동,Sushi,02-792-8260,NO_MATCH,,,,,,,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EB%85%B8%EC%95%84%EC%95%BC%20%ED%95%9C%EB%82%A8%EB%8F%99
176,스시야,분당,Sushi,031-717-6689,HIGH,1921056523,스시야,경기 성남시 분당구 정자일로 146 엠코헤리츠1단지 101-203호,0507-1498-6693,일식당,https://m.place.naver.com/restaurant/1921056523/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%95%BC%20%EB%B6%84%EB%8B%B9
177,스시야 도산대로점,신사동,Sushi,010-9338-6689,MEDIUM,1194038113,스시야 도산대로점,서울 강남구 도산대로 150 2층,0507-1468-6690,일식당,,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%95%BC%20%EB%8F%84%EC%82%B0%EB%8C%80%EB%A1%9C%EC%A0%90%20%EC%8B%A0%EC%82%AC%EB%8F%99
178,스시정대,청담동,Sushi,02-737-3204,HIGH,1309446713,정대,서울 강남구 도산대로 501 1층 102호,02-737-3204,일식당,https://m.place.naver.com/restaurant/1309446713/home,https://m.search.naver.com/search.naver?query=%EC%8A%A4%EC%8B%9C%EC%A0%95%EB%8C%80%20%EC%B2%AD%EB%8B%B4%EB%8F%99
